Investment Name,Artist,Artwork,Est. NAV Per Share,Implied Gross Change,Last Appraisal Date,Total,Quantity,Ask,Variation %
Masterworks 060,Chu Teh-Chun,Atmosphere Hivernale,20.0,0,0,"11,000",500,22.0,-9.090909090909092
Masterworks 011,Pierre Soulages,Peinture 102 x 130 cm,24.5,22.5%,03/31/22,135,5,27.0,-9.25925925925926
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,122.80,5,24.56,-9.283387622149828
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,"4,050",150,27.0,-9.296296296296303
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,135,5,27.0,-9.333333333333332
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,116.25,5,23.25,-9.333333333333341
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,232.50,10,23.25,-9.333333333333341
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,232.50,10,23.25,-9.333333333333341
Masterworks 022,Cecily Brown,Lured,29.91,49.6%,03/31/22,"1,650",50,33.0,-9.363636363636363
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,480,20,24.0,-9.416666666666673
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,600,25,24.0,-9.416666666666673
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,"1,800",75,24.0,-9.416666666666673
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,24,1,24.0,-9.416666666666673
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,162.40,7,23.2,-9.612068965517244
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,"2,320",100,23.2,-9.698275862068966
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,110,5,22.0,-9.909090909090908
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,220,10,22.0,-9.909090909090908
Masterworks 056,Yayoi Kusama,Untitled,19.82,-0.9%,03/31/22,220,10,22.0,-9.909090909090908
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,109.95,5,21.99,-9.959072305593441
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,219.90,10,21.99,-9.959072305593441
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,439.80,20,21.99,-9.959072305593441
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,109.95,5,21.99,-9.959072305593441
Masterworks 055,Agnes Martin,Untitled #12,20.0,0,0,888.80,40,22.22,-9.990999099909986
Masterworks 026,Barkley L. Hendricks,Selina/Star,34.2,71.0%,03/31/22,"4,750",125,38.0,-9.999999999999993
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,110,5,22.0,-9.999999999999996
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,220,10,22.0,-9.999999999999996
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,220,10,22.0,-9.999999999999996
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,110,5,22.0,-9.999999999999996
Masterworks 050,Kazuo Shiraga,Kosha,19.8,-1.0%,03/31/22,330,15,22.0,-9.999999999999996
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,550,25,22.0,-10.045454545454549
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"1,137.50",50,22.75,-10.065934065934062
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"1,100",50,22.0,-10.090909090909085
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,230,10,23.0,-10.130434782608688
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,"1,150",50,23.0,-10.130434782608688
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,345,15,23.0,-10.130434782608688
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,"11,000",500,22.0,-10.136363636363638
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,110,5,22.0,-10.136363636363638
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,110,5,22.0,-10.136363636363638
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,220,10,22.0,-10.136363636363638
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,235,10,23.5,-10.297872340425538
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,"2,937.50",125,23.5,-10.297872340425538
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,470,20,23.5,-10.297872340425538
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,235,10,23.5,-10.297872340425538
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,"1,100",50,22.0,-10.318181818181817
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,110,5,22.0,-10.318181818181817
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,110,5,22.0,-10.318181818181817
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,110,5,22.0,-10.318181818181817
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,220,10,22.0,-10.318181818181817
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,110,5,22.0,-10.318181818181817
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,220,10,22.0,-10.318181818181817
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,550,25,22.0,-10.318181818181817
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,110,5,22.0,-10.318181818181817
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,110,5,22.0,-10.318181818181817
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,625,25,25.0,-10.439999999999998
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,625,25,25.0,-10.439999999999998
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,"2,500",100,25.0,-10.439999999999998
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,750,30,25.0,-10.439999999999998
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,110,5,22.0,-10.499999999999995
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,110,5,22.0,-10.499999999999995
Masterworks 039,Mark Bradford,Value 47,23.26,16.3%,03/31/22,"1,300",50,26.0,-10.538461538461533
Masterworks 034,Christopher Wool,Untitled (S77),19.67,-1.7%,03/31/22,110,5,22.0,-10.590909090909083
Masterworks 034,Christopher Wool,Untitled (S77),19.67,-1.7%,03/31/22,220,10,22.0,-10.590909090909083
Masterworks 034,Christopher Wool,Untitled (S77),19.67,-1.7%,03/31/22,220,10,22.0,-10.590909090909083
Masterworks 034,Christopher Wool,Untitled (S77),19.67,-1.7%,03/31/22,220,10,22.0,-10.590909090909083
Masterworks 063,Yayoi Kusama,Infinity Nets,20.0,0,0,448,20,22.4,-10.714285714285708
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,235,10,23.5,-10.765957446808514
Masterworks 024,Christopher Wool,Lazy and Stupid,19.63,-1.9%,03/31/22,"1,100",50,22.0,-10.772727272727277
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,220,10,22.0,-10.772727272727277
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,110,5,22.0,-10.772727272727277
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,220,10,22.0,-10.772727272727277
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,50,2,25.0,-10.879999999999995
Masterworks 063,Yayoi Kusama,Infinity Nets,20.0,0,0,224.50,10,22.45,-10.913140311804007
Masterworks 063,Yayoi Kusama,Infinity Nets,20.0,0,0,112.25,5,22.45,-10.913140311804007
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,230,10,23.0,-10.956521739130434
Masterworks 021,Agnes Martin,Untitled #1,23.13,15.7%,03/31/22,"1,300",50,26.0,-11.038461538461544
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"1,150",50,23.0,-11.043478260869561
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,575,25,23.0,-11.043478260869561
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,345,15,23.0,-11.043478260869561
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,111.25,5,22.25,-11.056179775280903
Masterworks 062,Gerhard Richter,Abstraktes Bild (908-8),20.0,0,0,112.45,5,22.49,-11.0715873721654
Masterworks 053,Christopher Wool,Untitled,20.0,0,0,225,10,22.5,-11.11111111111111
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,237.50,10,23.75,-11.242105263157901
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,"2,450",100,24.5,-11.265306122448985
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,245,10,24.5,-11.42857142857143
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,130,5,26.0,-11.653846153846157
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,780,30,26.0,-11.653846153846157
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,"1,092",42,26.0,-11.653846153846157
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,"1,300",50,26.0,-11.653846153846157
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,237.50,10,23.75,-11.705263157894743
Masterworks 009,Gunther Forg,Untitled,26.46,32.3%,03/31/22,"1,499.50",50,29.99,-11.770590196732236
Masterworks 009,Gunther Forg,Untitled,26.46,32.3%,03/31/22,"7,500",250,30.0,-11.799999999999997
Masterworks 009,Gunther Forg,Untitled,26.46,32.3%,03/31/22,750,25,30.0,-11.799999999999997
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,888,40,22.2,-11.801801801801806
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,562.50,25,22.5,-12.044444444444448
Masterworks 033,Lucio Fontana,Concetto Spaziale,20.22,1.1%,03/31/22,345,15,23.0,-12.086956521739136
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,337.50,15,22.5,-12.088888888888883
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,240,10,24.0,-12.166666666666675
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,600,25,24.0,-12.166666666666675
Masterworks 011,Pierre Soulages,Peinture 102 x 130 cm,24.5,22.5%,03/31/22,"1,400",50,28.0,-12.5
Masterworks 010,Sam Gilliam,Tracing,26.24,31.2%,03/31/22,"15,000",500,30.0,-12.533333333333339
Masterworks 010,Sam Gilliam,Tracing,26.24,31.2%,03/31/22,"1,500",50,30.0,-12.533333333333339
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,"7,700",275,28.0,-12.535714285714292
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,240,10,24.0,-12.625000000000005
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,"2,400",100,24.0,-12.625000000000005
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,"1,275",50,25.5,-12.627450980392151
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,225,10,22.5,-12.755555555555558
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,193.75,5,38.75,-12.851612903225798
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,113.75,5,22.75,-12.879120879120878
Masterworks 063,Yayoi Kusama,Infinity Nets,20.0,0,0,114.90,5,22.98,-12.967798085291559
Masterworks 066,Adrian Ghenie,Antelope Attacked Near Gas Pipe,20.0,0,0,574.75,25,22.99,-13.005654632448884
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"11,580",386,30.0,-13.033333333333333
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"1,500",50,30.0,-13.033333333333333
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,25,1,25.0,-13.040000000000006
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,625,25,25.0,-13.040000000000006
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,"1,250",50,25.0,-13.040000000000006
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,25,1,25.0,-13.040000000000006
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,25,1,25.0,-13.040000000000006
Masterworks 053,Christopher Wool,Untitled,20.0,0,0,115,5,23.0,-13.043478260869565
Masterworks 053,Christopher Wool,Untitled,20.0,0,0,230,10,23.0,-13.043478260869565
Masterworks 060,Chu Teh-Chun,Atmosphere Hivernale,20.0,0,0,"1,150",50,23.0,-13.043478260869565
Masterworks 063,Yayoi Kusama,Infinity Nets,20.0,0,0,115,5,23.0,-13.043478260869565
Masterworks 031,Gunther Uecker,Weisses Feld,23.87,19.4%,03/31/22,687.50,25,27.5,-13.199999999999996
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,625,25,25.0,-13.200000000000003
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,625,25,25.0,-13.200000000000003
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,250,10,25.0,-13.200000000000003
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,125,5,25.0,-13.200000000000003
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,234,6,39.0,-13.410256410256402
Masterworks 025,George Condo,Gargantua,26.84,34.2%,03/31/22,"1,240",40,31.0,-13.419354838709676
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,229.90,10,22.99,-13.788603740756844
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,345,15,23.0,-13.826086956521738
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,115,5,23.0,-13.826086956521738
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,460,20,23.0,-13.956521739130439
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,"1,150",50,23.0,-14.043478260869566
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,115,5,23.0,-14.217391304347823
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,230,10,23.0,-14.217391304347823
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,115,5,23.0,-14.217391304347823
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,"1,300",50,26.0,-14.307692307692305
Masterworks 021,Agnes Martin,Untitled #1,23.13,15.7%,03/31/22,135,5,27.0,-14.333333333333337
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,"4,200",150,28.0,-14.357142857142854
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,575,25,23.0,-14.39130434782608
Masterworks 034,Christopher Wool,Untitled (S77),19.67,-1.7%,03/31/22,230,10,23.0,-14.47826086956521
Masterworks 009,Gunther Forg,Untitled,26.46,32.3%,03/31/22,"2,945",95,31.0,-14.645161290322578
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,"1,150",50,23.0,-14.652173913043482
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,345,15,23.0,-14.652173913043482
Masterworks 024,Christopher Wool,Lazy and Stupid,19.63,-1.9%,03/31/22,460,20,23.0,-14.652173913043482
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"4,800",200,24.0,-14.749999999999996
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,960,40,24.0,-14.749999999999996
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,360,15,24.0,-14.749999999999996
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,120,5,24.0,-14.749999999999996
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,600,25,24.0,-14.749999999999996
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,600,25,24.0,-14.749999999999996
Masterworks 062,Gerhard Richter,Abstraktes Bild (908-8),20.0,0,0,352.35,15,23.49,-14.857386121753931
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,460,20,23.0,-14.869565217391312
Masterworks 062,Gerhard Richter,Abstraktes Bild (908-8),20.0,0,0,235,10,23.5,-14.893617021276595
Masterworks 066,Adrian Ghenie,Antelope Attacked Near Gas Pipe,20.0,0,0,235,10,23.5,-14.893617021276595
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,270,10,27.0,-14.925925925925931
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,270,10,27.0,-14.925925925925931
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,135,5,27.0,-14.925925925925931
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,135,5,27.0,-14.925925925925931
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,135,5,27.0,-14.925925925925931
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,135,5,27.0,-14.925925925925931
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,135,5,27.0,-14.925925925925931
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,"14,440",500,28.88,-15.20083102493075
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,299.90,10,29.99,-15.338446148716233
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,150,5,30.0,-15.366666666666665
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,750,25,30.0,-15.366666666666665
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,40,1,40.0,-15.574999999999992
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,485,20,24.25,-15.62886597938144
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,352.50,15,23.5,-15.659574468085106
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,625,25,25.0,-15.680000000000009
Masterworks 027,Pierre Soulages,Peinture 181 x 91 cm,20.99,5.0%,03/31/22,625,25,25.0,-16.040000000000006
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,125,5,25.0,-16.120000000000005
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,"3,125",125,25.0,-16.200000000000003
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,"3,750",150,25.0,-16.200000000000003
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,125,5,25.0,-16.200000000000003
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,125,5,25.0,-16.200000000000003
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,137.50,5,27.5,-16.472727272727276
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,137.50,5,27.5,-16.472727272727276
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,245,10,24.5,-16.489795918367346
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,118.70,5,23.74,-16.51221566975568
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,130,5,26.0,-16.53846153846154
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,"1,300",50,26.0,-16.53846153846154
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,118.75,5,23.75,-16.54736842105263
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,237.50,10,23.75,-16.54736842105263
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,667.50,25,26.7,-16.554307116104862
Masterworks 063,Yayoi Kusama,Infinity Nets,20.0,0,0,119.95,5,23.99,-16.63192997082117
Masterworks 060,Chu Teh-Chun,Atmosphere Hivernale,20.0,0,0,288,12,24.0,-16.666666666666664
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,"1,200",50,24.0,-16.666666666666664
Masterworks 039,Mark Bradford,Value 47,23.26,16.3%,03/31/22,"7,000",250,28.0,-16.928571428571423
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,524.75,25,20.99,-17.246307765602655
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,625,25,25.0,-17.319999999999993
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,"3,125",125,25.0,-17.319999999999993
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,625,25,25.0,-17.319999999999993
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,"1,250",50,25.0,-17.319999999999993
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,500,20,25.0,-17.319999999999993
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,"1,250",50,25.0,-17.319999999999993
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,119.95,5,23.99,-17.382242601083778
Masterworks 021,Agnes Martin,Untitled #1,23.13,15.7%,03/31/22,"14,000",500,28.0,-17.392857142857146
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,120,5,24.0,-17.416666666666668
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,480,20,24.0,-17.416666666666668
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,24,1,24.0,-17.416666666666668
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,288,12,24.0,-17.416666666666668
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,240,10,24.0,-17.416666666666668
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"2,400",100,24.0,-17.58333333333333
Masterworks 043,Keith Haring,Untitled,19.77,-1.2%,03/31/22,"2,400",100,24.0,-17.625
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,"2,998.75",125,23.99,-17.757398916215084
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,120,5,24.0,-17.791666666666664
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,240,10,24.0,-17.791666666666664
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,"12,000",500,24.0,-17.791666666666664
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,"12,000",500,24.0,-17.791666666666664
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,456,19,24.0,-17.95833333333333
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,120,5,24.0,-17.95833333333333
Masterworks 035,Alex Katz,Grey Ribbon,19.69,-1.6%,03/31/22,240,10,24.0,-17.95833333333333
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,280,10,28.0,-17.96428571428572
Masterworks 010,Sam Gilliam,Tracing,26.24,31.2%,03/31/22,160,5,32.0,-18.000000000000004
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,"6,250",250,25.0,-18.08
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,"12,500",500,25.0,-18.08
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,375,15,25.0,-18.08
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,"1,250",50,25.0,-18.08
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"2,500",100,25.0,-18.159999999999997
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"7,500",300,25.0,-18.159999999999997
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,125,5,25.0,-18.159999999999997
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,"1,250",50,25.0,-18.159999999999997
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,550,22,25.0,-18.159999999999997
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,125,5,25.0,-18.159999999999997
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,125,5,25.0,-18.159999999999997
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,125,5,25.0,-18.159999999999997
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,"3,000",125,24.0,-18.208333333333336
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,192,8,24.0,-18.208333333333336
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,150,5,30.0,-18.366666666666674
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,"5,460",182,30.0,-18.366666666666674
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,"5,250",175,30.0,-18.366666666666674
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,"15,000",500,30.0,-18.4
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,150,5,30.0,-18.4
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,930,31,30.0,-18.4
Masterworks 025,George Condo,Gargantua,26.84,34.2%,03/31/22,"1,650",50,33.0,-18.666666666666668
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,"4,280",200,21.4,-18.831775700934568
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,"1,100",40,27.5,-18.981818181818177
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,"1,072.50",50,21.45,-19.020979020979016
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,536.25,25,21.45,-19.020979020979016
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,107.25,5,21.45,-19.020979020979016
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,214.50,10,21.45,-19.020979020979016
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,245,10,24.5,-19.10204081632653
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,245,10,24.5,-19.10204081632653
